"iteration_type","weight_decay","epoch","lr","train_loss","val_loss","train_acc","val_acc"
"L1","0.01","1","0.005635849325882514","0.6720005527337393","0.723066153049469","82.57833333333333","76.42"
"L1","0.01","2","0.010431897177822128","0.41876834147771197","0.6267904049396514","88.00666666666666","80.48"
"L1","0.01","3","0.018061243070589844","0.46052446055412294","2.4960520898818968","86.32833333333333","46.01"
"L1","0.01","4","0.028003867823535325","0.5274039217631022","1.5062303337097167","84.18666666666667","58.93"
"L1","0.01","5","0.039582078270008196","0.5518052784283956","0.6727795550346375","83.43","82.22"
"L1","0.01","6","0.052006699086933936","0.5649633786201477","7.515605947875977","82.965","18.22"
"L1","0.01","7","0.06443086329149111","0.6164485736529033","1.0918297532081604","81.30166666666666","61.81"
"L1","0.01","8","0.07600773502373485","0.6131227064450582","1.3271670684814454","81.41666666666667","55.23"
"L1","0.01","9","0.08594823020787264","0.6273872216860453","1.4311770824432373","80.68333333333334","57.06"
"L1","0.01","10","0.09357480082949156","0.6335459471066793","2.2348939393997194","80.615","34.61"
"L1","0.01","11","0.09836761687150115","0.6445626760800679","0.8122903453826904","80.19833333333334","71.17"
"L1","0.01","12","0.0999999996423022","0.6625098930040996","1.3184907968521118","79.34833333333333","70.45"
"L1","0.01","13","0.09968494176273295","0.6738304460525513","4.748483235168457","79.26","12.6"
"L1","0.01","14","0.09874506942773865","0.6790870192209879","1.8083476921081543","78.99166666666666","32.12"
"L1","0.01","15","0.09719220207725855","0.6706884549776713","1.3964891849517822","79.33833333333334","61.19"
"L1","0.01","16","0.09504586791921951","0.6597136178970336","2.809969596481323","79.58166666666666","20.56"
"L1","0.01","17","0.09233305835099098","0.6623511327902476","1.4798621593475343","79.39166666666667","44.06"
"L1","0.01","18","0.0890878885269022","0.660771110312144","2.415220136642456","79.605","34.89"
"L1","0.01","19","0.08535116834038248","0.6586460212389628","1.187923006439209","79.495","60.39"
"L1","0.01","20","0.08116988921587286","0.6535750235239665","1.0558176124572753","79.905","66.59"
"L1","0.01","21","0.0765966331643987","0.6519040978749593","2.694450205993652","79.83166666666666","32.03"
"L1","0.01","22","0.07168891153427225","0.702787038898468","5.665921689605713","78.09833333333333","27.22"
"L1","0.01","23","0.06650844177251879","0.7168810447692872","1.972716425704956","77.25333333333333","35.85"
"L1","0.01","24","0.061120371292170905","0.6904786301294963","0.6480794121742248","78.37","78.73"
"L1","0.01","25","0.05559245820575031","0.6819410816192627","2.1249422086715697","78.775","43.74"
"L1","0.01","26","0.04999421922768861","0.6793837450027466","1.22420501537323","79.01166666666667","56.9"
"L1","0.01","27","0.044396055461308856","0.66916501344045","1.412818003845215","79.13666666666667","49.98"
"L1","0.01","28","0.03886836706410354","0.6642976803779602","0.7115267544746399","79.43833333333333","77.92"
"L1","0.01","29","0.03348066792490705","0.6568770876248677","1.941186949157715","79.7","39.37"
"L1","0.01","30","0.0283007114864106","0.6378431965033213","1.196613601875305","80.27833333333334","55.33"
"L1","0.01","31","0.023393638706309047","0.6385604201952616","0.9318006042480469","80.31","67.21"
"L1","0.01","32","0.018821158871962108","0.6222478274663289","1.331362262916565","80.89333333333333","55.42"
"L1","0.01","33","0.014640773570301302","0.6031604796727499","0.6641551445007324","81.36166666666666","78.57"
"L1","0.01","34","0.010905053572011027","0.5850407167434692","0.5272629866600037","82.11166666666666","84.33"
"L1","0.01","35","0.007660977723585038","0.5658281932512919","0.48087823815345765","82.70166666666667","87.91"
"L1","0.01","36","0.004949342161073944","0.5402299846331279","2.0394436988830567","83.76666666666667","53.92"
"L1","0.01","37","0.0028042472750039044","0.5206758228778839","0.6212636603355408","84.25666666666666","80.3"
"L1","0.01","38","0.0012526688781803186","0.4773265942414602","0.3255880368232727","85.52666666666667","91.32"
"L1","0.01","39","0.00031411896918998847","0.42643751619656883","0.45285067949295044","87.5","85.9"
"L1","0.01","40","4.003576978061e-07","0.3757614985307058","0.2614708089351654","89.28333333333333","93.05"
