"iteration_type","weight_decay","epoch","lr","train_loss","val_loss","train_acc","val_acc"
"l2","0.001","1","0.005635849325882514","0.5405469323635101","0.07234509062767029","85.38833333333334","98.14"
"l2","0.001","2","0.010431897177822128","0.10610446962118149","0.05008827393054962","96.95666666666666","98.79"
"l2","0.001","3","0.018061243070589844","0.08776187537908554","0.042287193489074705","97.415","98.77"
"l2","0.001","4","0.028003867823535325","0.08652372345527014","0.054775835752487186","97.51666666666667","98.33"
"l2","0.001","5","0.039582078270008196","0.0852690418402354","0.043775516319274906","97.605","98.74"
"l2","0.001","6","0.052006699086933936","0.0848141121228536","0.08858771781921387","97.475","97.25"
"l2","0.001","7","0.06443086329149111","0.085310988676548","0.05985586701631546","97.53","98.32"
"l2","0.001","8","0.07600773502373485","0.08638202476501465","0.06216994353532791","97.49666666666667","98.2"
"l2","0.001","9","0.08594823020787264","0.09006460088094076","0.07098529224395753","97.365","97.92"
"l2","0.001","10","0.09357480082949156","0.08796722984313965","0.06729220366477966","97.4","98.13"
"l2","0.001","11","0.09836761687150115","0.08784826128482819","0.06100404198169708","97.42666666666666","98.46"
"l2","0.001","12","0.0999999996423022","0.08517883547147115","0.043704432451725006","97.51333333333334","98.81"
"l2","0.001","13","0.09968494176273295","0.0838067705631256","0.052811611223220825","97.58666666666667","98.32"
"l2","0.001","14","0.09874506942773865","0.08487740057706833","0.04877549519538879","97.55833333333334","98.61"
"l2","0.001","15","0.09719220207725855","0.08468513386646906","0.08597111046314239","97.54666666666667","97.37"
"l2","0.001","16","0.09504586791921951","0.08485291259686152","0.05314021019935608","97.56833333333333","98.39"
"l2","0.001","17","0.09233305835099098","0.08314971506992976","0.06067896783351898","97.63666666666667","98.15"
"l2","0.001","18","0.0890878885269022","0.083864504134655","0.056331565856933594","97.63166666666666","98.3"
"l2","0.001","19","0.08535116834038248","0.08380547477006912","0.05429673628807068","97.655","98.46"
"l2","0.001","20","0.08116988921587286","0.0818247070948283","0.0719748475074768","97.62666666666667","97.96"
"l2","0.001","21","0.0765966331643987","0.08385572181542715","0.05090982489585876","97.53333333333333","98.61"
"l2","0.001","22","0.07168891153427225","0.07967583184242248","0.054310553574562076","97.67666666666666","98.39"
"l2","0.001","23","0.06650844177251879","0.08053330473105112","0.04120340113639832","97.695","98.95"
"l2","0.001","24","0.061120371292170905","0.08083511990308762","0.05591617928743362","97.63833333333334","98.45"
"l2","0.001","25","0.05559245820575031","0.07977341497937838","0.03750452117919922","97.7","98.91"
"l2","0.001","26","0.04999421922768861","0.07711845838626226","0.04926166679859161","97.78333333333333","98.61"
"l2","0.001","27","0.044396055461308856","0.07472921991348266","0.039509984397888186","97.86833333333334","99.07"
"l2","0.001","28","0.03886836706410354","0.0729217886487643","0.0716594852924347","97.96333333333334","97.96"
"l2","0.001","29","0.03348066792490705","0.07318154366016388","0.04112666394710541","97.95166666666667","98.85"
"l2","0.001","30","0.0283007114864106","0.07041216893990834","0.053907861661911013","98.02666666666667","98.38"
"l2","0.001","31","0.023393638706309047","0.06921649826367696","0.04196418132781982","98.065","98.82"
"l2","0.001","32","0.018821158871962108","0.06377560509045918","0.03461814918518066","98.19833333333334","99.08"
"l2","0.001","33","0.014640773570301302","0.0606580552260081","0.03528838067054749","98.32666666666667","99.07"
"l2","0.001","34","0.010905053572011027","0.058751882473627726","0.033166328024864196","98.35833333333333","99.13"
"l2","0.001","35","0.007660977723585038","0.05541743988196055","0.033893993425369265","98.47333333333333","99.08"
"l2","0.001","36","0.004949342161073944","0.05091734951734543","0.0285098712682724","98.60833333333333","99.21"
"l2","0.001","37","0.0028042472750039044","0.046415801465511324","0.023875957465171814","98.78166666666667","99.37"
"l2","0.001","38","0.0012526688781803186","0.04152576175133387","0.02425585299730301","98.90333333333334","99.33"
"l2","0.001","39","0.00031411896918998847","0.03892753027478854","0.022017431616783142","98.95333333333333","99.38"
"l2","0.001","40","4.003576978061e-07","0.036675973029931384","0.022489154744148254","99.055","99.38"
