"iteration_type","weight_decay","epoch","lr","train_loss","val_loss","train_acc","val_acc"
"l2","0.01","1","0.005635849325882514","0.5656477385600408","0.1393547824382782","85.725","97.15"
"l2","0.01","2","0.010431897177822128","0.17810004651149114","0.17485707635879516","96.445","96.05"
"l2","0.01","3","0.018061243070589844","0.1904177672545115","0.19043327388763429","95.94666666666667","95.56"
"l2","0.01","4","0.028003867823535325","0.19798705066045125","0.2086413387298584","95.66666666666667","94.9"
"l2","0.01","5","0.039582078270008196","0.20917492863337198","0.11388396241664886","95.21166666666667","97.46"
"l2","0.01","6","0.052006699086933936","0.2227388275941213","0.17844402174949647","94.91833333333334","95.34"
"l2","0.01","7","0.06443086329149111","0.2267477419455846","0.2823652066469193","94.59833333333333","93.9"
"l2","0.01","8","0.07600773502373485","0.23561946523189545","0.3009521853923798","94.395","92.22"
"l2","0.01","9","0.08594823020787264","0.24302129041353862","0.3211709617614746","94.23333333333333","90.98"
"l2","0.01","10","0.09357480082949156","0.2410492606163025","0.3280038518190384","94.24833333333333","90.33"
"l2","0.01","11","0.09836761687150115","0.24293061102231345","0.2423028914451599","93.995","93.17"
"l2","0.01","12","0.0999999996423022","0.24672081127961476","0.5265475567817688","94.005","83.03"
"l2","0.01","13","0.09968494176273295","0.24786090189615886","0.2059746654033661","94.02666666666667","95.38"
"l2","0.01","14","0.09874506942773865","0.24766566600004833","0.22274414653778077","94.00666666666666","94.42"
"l2","0.01","15","0.09719220207725855","0.24923723827997843","0.27336366002559664","94.05833333333334","93.0"
"l2","0.01","16","0.09504586791921951","0.2485880647420883","0.3830729216337204","94.025","88.62"
"l2","0.01","17","0.09233305835099098","0.25135377133687337","0.3685120732545853","93.82333333333334","89.03"
"l2","0.01","18","0.0890878885269022","0.25574571692148845","2.0780840286254882","93.69","43.74"
"l2","0.01","19","0.08535116834038248","0.2559481363693873","0.24789549016952514","93.83","93.9"
"l2","0.01","20","0.08116988921587286","0.2534457501729329","0.2756577998161316","93.75333333333333","92.26"
"l2","0.01","21","0.0765966331643987","0.254776163260142","0.3397878279209137","93.76","89.51"
"l2","0.01","22","0.07168891153427225","0.25024719309806825","0.4524216819524765","93.85833333333333","85.85"
"l2","0.01","23","0.06650844177251879","0.25239421353340147","0.3116764217376709","93.90333333333334","91.94"
"l2","0.01","24","0.061120371292170905","0.24800112651189168","0.4227660891532898","93.975","88.38"
"l2","0.01","25","0.05559245820575031","0.2441752486069997","0.31712983050346377","94.12166666666667","92.87"
"l2","0.01","26","0.04999421922768861","0.24281421253681182","0.2742094715833664","94.15166666666667","92.68"
"l2","0.01","27","0.044396055461308856","0.2406606855392456","0.23960035948753358","94.16666666666667","94.12"
"l2","0.01","28","0.03886836706410354","0.23270288840929668","0.1855302203655243","94.52333333333333","95.78"
"l2","0.01","29","0.03348066792490705","0.22893869150479634","0.22696281118392944","94.62","94.34"
"l2","0.01","30","0.0283007114864106","0.22152250972588858","0.16753435065746308","94.88333333333334","96.47"
"l2","0.01","31","0.023393638706309047","0.21757854204972585","0.19328982882499696","94.89833333333333","95.85"
"l2","0.01","32","0.018821158871962108","0.21014497088591258","0.2640028852701187","95.18","93.14"
"l2","0.01","33","0.014640773570301302","0.20217229503393172","0.1532050713300705","95.46333333333334","96.72"
"l2","0.01","34","0.010905053572011027","0.1946019342501958","0.1287020290851593","95.69833333333334","97.14"
"l2","0.01","35","0.007660977723585038","0.1816828534682592","0.14793156254291534","96.05666666666667","95.91"
"l2","0.01","36","0.004949342161073944","0.17117996746699016","0.10954328455924987","96.355","97.76"
"l2","0.01","37","0.0028042472750039044","0.15862044471502304","0.08638144483566285","96.71166666666667","98.27"
"l2","0.01","38","0.0012526688781803186","0.1403801289796829","0.07995849537849427","97.31","98.28"
"l2","0.01","39","0.00031411896918998847","0.12829273878335953","0.06642630908489228","97.59666666666666","98.75"
"l2","0.01","40","4.003576978061e-07","0.11880885353883107","0.057512443041801455","97.87166666666667","98.92"
